CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,COMPONENTE,H15,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH
TQRMNOQXPHKMNRCDEIIAD00795108,2023,4,1,2,1,1,S,32,2461,2,2,1900-01-01 00:00:00,49,2,1,1,2,0,6,1,,4,221.0,1,,6,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2461,0,0.0,0,,0,0,,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQXPHKMNRCDEIIAD00795108,2023,4,1,4,1,1,S,32,2461,3,2,1900-01-01 00:00:00,22,1,1,1,1,1,7,2,4.0,2,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2461,0,0.0,0,,0,0,,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWQHLLKNCDEIJAH00855551,2023,4,1,2,1,1,S,33,2182,3,1,2008-05-12 00:00:00,15,5,1,1,1,1,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2182,0,0.0,0,,0,0,,0,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWQHLLKNCDEIJAH00855551,2023,4,1,3,1,1,S,33,2182,3,2,2012-08-16 00:00:00,11,5,1,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2182,0,0.0,0,,0,0,,0,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXRHKOLSCDEIJAH00812493,2023,4,1,2,1,1,S,33,3849,2,2,1987-11-11 00:00:00,36,1,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3849,0,0.0,0,,0,0,,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXRHKOLSCDEIJAH00812493,2023,4,1,3,1,1,S,33,3849,3,1,2010-06-23 00:00:00,13,5,1,1,1,2,4,2,1.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3849,0,0.0,0,,0,0,,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXRHKOLSCDEIJAH00812493,2023,4,1,4,0,1,S,33,3849,3,2,2018-08-23 00:00:00,5,5,1,1,1,2,1,2,99.0,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3849,0,0.0,0,,0,0,,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUWHKNMOCDEIJAH00794293,2023,4,1,1,1,1,S,33,560,1,1,2000-01-05 00:00:00,23,1,1,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,56.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,102.0,2.0,0.0,0.0,0.0,0.0,99.0,2.0,63313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,6,,6,6,,6,760,0,225000.0,7,,6,7,,7,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUWHKNMOCDEIJAH00794293,2023,4,1,3,0,1,S,33,560,3,2,2016-08-03 00:00:00,7,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,560,0,0.0,0,,0,0,,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORWWHJMMUCDEIJAH00794294,2023,4,1,1,1,1,S,33,2036,1,1,1966-04-22 00:00:00,57,1,1,1,2,0,4,1,,4,221.0,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,1001.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,9,,8,9,,9,2503,0,360000.0,9,,8,9,,9,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORWWHJMMUCDEIJAH00794294,2023,4,1,2,1,1,S,33,2036,2,2,1900-01-01 00:00:00,50,1,1,1,2,0,4,2,3.0,4,221.0,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,24.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4804.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,30314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,3,,3,3,,3,2918,0,100000.0,3,,3,3,,3,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,1,1,1,S,33,3275,1,1,1946-05-02 00:00:00,77,2,1,1,2,0,2,1,,3,22.0,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,180000.0,6,,5,5,,6,3688,180000,0,0,0,0,0,0,0,0,0,0,0,180000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,2,1,1,S,33,3275,2,2,1946-10-03 00:00:00,77,2,1,1,2,0,2,1,,3,22.0,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,110000.0,3,,3,3,,3,4010,0,0,0,0,0,0,0,0,0,0,0,110000,110000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTTSHMLOLCDEIJAH00812510,2023,4,1,1,1,1,S,33,2476,1,2,1947-08-23 00:00:00,76,2,1,1,2,0,4,1,,2,,1,,4,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2476,0,130000.0,4,,4,4,,4,2718,130000,0,0,0,0,0,0,0,0,0,0,0,130000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTTSHMLOLCDEIJAH00812510,2023,4,1,4,1,1,S,33,2476,4,2,1978-11-06 00:00:00,44,2,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2476,0,0.0,0,,0,0,,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTTSHMLOLCDEIJAH00812510,2023,4,1,5,1,1,S,33,2476,5,1,2006-02-09 00:00:00,17,5,1,1,1,1,4,2,5.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2476,0,0.0,0,,0,0,,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTTSHMLOLCDEIJAH00812510,2023,4,1,6,0,1,S,33,2476,5,1,2016-07-13 00:00:00,7,5,1,2,1,1,2,2,0.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2476,0,0.0,0,,0,0,,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,4,1,1,S,33,3275,4,2,1978-09-14 00:00:00,45,2,4,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,0.0,0,,0,0,,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,5,1,1,S,33,3275,5,1,1999-09-19 00:00:00,24,5,4,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,3100.0,2.0,0.0,0.0,0.0,0.0,99.0,3.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,3,,2,3,,3,4941,0,100000.0,3,,3,3,,3,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,6,1,1,S,33,3275,5,1,2007-10-12 00:00:00,16,5,4,1,1,1,9,2,98.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,0.0,0,,0,0,,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,7,1,1,S,33,3275,5,1,2007-10-12 00:00:00,16,5,4,1,1,1,9,2,98.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,0.0,0,,0,0,,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,8,1,1,S,33,3275,5,2,2012-01-25 00:00:00,11,5,4,1,1,1,2,2,4.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,0.0,0,,0,0,,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHMOMNCDEIJAH00812328,2023,4,1,9,0,1,S,33,3275,5,2,2014-07-24 00:00:00,9,5,4,1,1,1,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3275,0,0.0,0,,0,0,,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQUQHMMLSCDEIJAH00812490,2023,4,1,2,1,1,S,33,886,3,1,1969-11-07 00:00:00,54,2,4,1,2,0,4,1,,1,,1,,4,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,42.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,7400.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30133.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,7.0,6.0,2.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,1,,1,1,,1,1575,0,40000.0,1,,1,1,,1,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQUQHMMLSCDEIJAH00812490,2023,4,1,3,1,1,S,33,886,4,2,1975-01-04 00:00:00,49,2,4,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,886,0,0.0,0,,0,0,,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQSSHMKNLCDEIIAD00812071,2023,4,1,1,1,1,S,32,721,1,2,1988-08-14 00:00:00,35,1,1,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,20.0,13.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,99.0,3.0,41332.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,4,,4,4,,3,878,200000,350000.0,9,,8,9,,7,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXSHJKMQCDEIIAD00801803,2023,4,1,3,1,1,S,32,2083,3,2,2007-09-25 00:00:00,16,5,1,1,1,2,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2083,0,0.0,0,,0,0,,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXSHJKMQCDEIIAD00801803,2023,4,1,4,1,1,S,32,2083,3,2,2011-03-14 00:00:00,12,5,1,1,1,2,2,2,6.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2083,0,0.0,0,,0,0,,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORXSHJKMQCDEIIAD00801803,2023,4,1,5,0,1,S,32,2083,3,2,2014-08-08 00:00:00,9,5,1,1,1,2,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2083,0,0.0,0,,0,0,,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTWYHMONOCDEIIAD00812018,2023,4,1,1,1,1,S,32,2760,1,1,1970-04-15 00:00:00,53,3,1,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,60.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4903.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,34323.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,10,,10,10,,9,3625,0,600000.0,10,,10,10,,9,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORPYHJOSPCDEIJAH00855559,2023,4,1,1,1,1,S,33,959,1,2,1948-01-27 00:00:00,75,4,1,1,2,0,4,1,,3,22.0,1,,4,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,959,0,190000.0,6,,5,6,,6,1042,190000,0,0,0,0,0,0,0,0,0,0,0,190000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORPYHJOSPCDEIJAH00855559,2023,4,1,2,2,1,S,33,959,3,1,1988-08-16 00:00:00,35,5,1,1,2,0,6,1,,1,,1,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,959,0,,13,,13,13,,13,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTQSHJOSPCDEIJAH00795079,2023,4,1,1,1,1,S,33,965,1,2,1966-12-29 00:00:00,56,3,4,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,8.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,9700.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,55314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,1,,1,1,,1,1120,0,49000.0,1,,1,1,,1,1195,0,0,0,0,0,0,0,0,17000,0,0,0,17000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPVXHKMQRCDEIJAH00812395,2023,4,1,1,1,1,S,33,2811,1,2,1953-06-04 00:00:00,70,2,1,1,2,0,4,2,1.0,3,54.0,1,,3,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2811,0,110000.0,3,,3,3,,3,3053,110000,0,0,0,0,0,0,0,0,0,0,0,110000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPQRHJNSPCDEIJAH00802171,2023,4,1,1,1,1,S,33,1905,1,2,1966-01-30 00:00:00,57,3,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8000.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,577000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,577000,10,,10,10,,10,2407,0,577000.0,10,,10,10,,10,2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTQSHJOSPCDEIJAH00795079,2023,4,1,3,0,1,S,33,965,5,2,2015-12-05 00:00:00,7,5,4,1,1,1,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,965,0,0.0,0,,0,0,,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSTTHLLQLCDEIJAH00855560,2023,4,1,1,1,1,S,33,1831,1,1,1959-08-02 00:00:00,64,2,12,1,2,0,7,1,,2,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,20.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,5202.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,20313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,3,,3,3,,3,2323,0,400000.0,9,,9,9,,9,2426,300000,0,0,0,0,0,0,0,0,0,0,0,300000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
