CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,COMPONENTE,H15,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH
TQSMNOQVPHKOMSCDEIJAH00792153,2023,4,1,3,1,1,S,33,1412,3,1,1993-07-19 00:00:00,30,5,4,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1001.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1412,0,0.0,0,,0,0,,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQSMNOQVPHKOMSCDEIJAH00792153,2023,4,1,5,0,1,S,33,1412,5,2,2015-06-11 00:00:00,8,5,4,1,1,1,2,2,2.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1412,0,0.0,0,,0,0,,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,4,1,1,S,33,2752,3,2,2005-11-11 00:00:00,18,5,1,1,1,1,4,2,5.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,11000.0,1,,1,1,,1,3618,0,0,0,0,0,0,0,11000,0,0,0,0,11000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,6,1,1,S,33,2752,3,2,1998-09-27 00:00:00,25,5,4,1,2,0,4,1,,1,,1,,4,2,0,0,,2,1,2,2,1,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,,0,2752,0,0.0,0,,0,0,,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,7,1,1,S,33,2752,4,2,1994-11-19 00:00:00,28,5,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,4000.0,1,,1,1,,1,3666,0,0,0,4000,0,0,0,0,0,0,0,0,4000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,8,0,1,S,33,2752,5,1,2022-09-15 00:00:00,1,5,1,3,0,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,0.0,0,,0,0,,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,9,0,1,S,33,2752,5,1,2022-09-15 00:00:00,1,5,1,3,0,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,0.0,0,,0,0,,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,1,1,1,S,33,2752,1,2,1971-03-02 00:00:00,52,2,1,1,2,0,2,1,,1,,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,116000.0,3,,3,3,,3,3161,116000,0,0,0,0,0,0,0,0,0,0,0,116000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,2,1,1,S,33,2752,2,1,1968-04-07 00:00:00,55,2,1,1,2,0,4,2,2.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4502.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,82313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,4,,3,4,,4,4644,0,130000.0,4,,4,4,,4,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPSPHMNOTCDEIJAH00812245,2023,4,1,3,1,1,S,33,2752,3,1,2007-10-04 00:00:00,16,5,1,1,1,1,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,2752,0,0.0,0,,0,0,,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPYWHJKNPCDEIJAH00796253,2023,4,1,2,1,1,S,33,470,3,1,1983-07-29 00:00:00,40,5,1,1,2,0,4,1,,1,,1,,4,2,0,0,,2,1,2,2,2,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,,0,470,0,0.0,0,,0,0,,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWUHLMNSCDEIJAH00855117,2023,4,1,2,1,1,S,33,1374,2,2,1985-10-03 00:00:00,38,1,4,1,2,0,2,1,,1,,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1374,0,0.0,0,,0,0,,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWUHLMNSCDEIJAH00855117,2023,4,1,3,1,1,S,33,1374,3,1,2009-11-21 00:00:00,14,5,4,1,1,1,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1374,0,0.0,0,,0,0,,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWUHLMNSCDEIJAH00855117,2023,4,1,4,1,1,S,33,1374,3,2,2007-05-25 00:00:00,16,5,4,1,1,1,4,2,4.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1374,0,0.0,0,,0,0,,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQWUHLMNSCDEIJAH00855117,2023,4,1,5,0,1,S,33,1374,3,2,2016-07-20 00:00:00,7,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1374,0,0.0,0,,0,0,,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTUSHJNMQCDEIJAH00797025,2023,4,1,1,1,1,S,33,1391,1,1,1959-06-09 00:00:00,64,2,1,1,2,0,2,2,3.0,3,66.0,1,,1,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,10.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,5202.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,47313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,157000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,5,,4,4,,5,1776,0,157000.0,5,,5,5,,5,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTUSHJNMQCDEIJAH00797025,2023,4,1,2,1,1,S,33,1391,2,2,1900-01-01 00:00:00,51,2,4,1,2,0,2,1,,3,90.0,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1391,0,0.0,0,,0,0,,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOTUSHJNMQCDEIJAH00797025,2023,4,1,5,1,1,S,33,1391,3,2,1900-01-01 00:00:00,14,5,4,1,1,1,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1391,0,0.0,0,,0,0,,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORSRHKKNMCDEIIAD00793542,2023,4,1,3,1,1,S,32,1636,3,1,2009-04-04 00:00:00,14,5,4,1,1,1,4,2,1.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1636,0,0.0,0,,0,0,,0,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSWVHLOSNCDEIJAH00855193,2023,4,1,1,1,1,S,33,1748,1,2,1976-03-24 00:00:00,47,1,4,1,2,0,2,2,3.0,4,221.0,1,,1,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1748,0,40000.0,1,,1,1,,1,1783,0,0,0,40000,0,0,0,0,0,0,0,0,40000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSWVHLOSNCDEIJAH00855193,2023,4,1,3,1,1,S,33,1748,3,1,2008-04-01 00:00:00,15,5,4,1,1,1,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1748,0,0.0,0,,0,0,,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSWVHLOSNCDEIJAH00855193,2023,4,1,4,1,1,S,33,1748,3,2,2010-10-31 00:00:00,13,5,4,1,1,1,2,2,5.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1748,0,0.0,0,,0,0,,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSWVHLOSNCDEIJAH00855193,2023,4,1,5,0,1,S,33,1748,3,2,2017-07-09 00:00:00,6,5,4,1,1,1,2,2,0.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1748,0,0.0,0,,0,0,,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUUHKMRLCDEIJAH00793647,2023,4,1,2,1,1,S,33,710,2,1,1980-05-08 00:00:00,43,1,1,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,25.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8501.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,56313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,9.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,190000.0,0.0,0.0,0.0,0.0,31000.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,5,,5,5,,5,1085,0,221000.0,7,,6,7,,7,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUUHKMRLCDEIJAH00793647,2023,4,1,4,1,1,S,33,710,3,2,1900-01-01 00:00:00,12,5,1,1,1,2,4,2,0.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,710,0,0.0,0,,0,0,,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOSUUHKMRLCDEIJAH00793647,2023,4,1,5,1,1,S,33,710,3,1,1900-01-01 00:00:00,18,5,1,1,1,1,7,2,0.0,1,,1,,5,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,710,0,0.0,0,,0,0,,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHJMTRCDEIJAH00793354,2023,4,1,2,1,1,S,33,1813,3,1,1991-09-12 00:00:00,32,1,1,1,2,0,4,2,5.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,60.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,8000.0,2.0,0.0,0.0,0.0,0.0,99.0,3.0,47313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,7,,6,7,,7,2710,0,250000.0,7,,7,7,,7,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHJMTRCDEIJAH00793354,2023,4,1,3,1,1,S,33,1813,4,2,1993-12-02 00:00:00,30,1,1,1,2,0,4,2,5.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,24.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,8501.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,56314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,5,,5,5,,5,2556,0,200000.0,6,,6,6,,6,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHJMTRCDEIJAH00793354,2023,4,1,4,0,1,S,33,1813,5,1,2021-04-30 00:00:00,2,5,1,2,3,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1813,0,0.0,0,,0,0,,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORQPHJMTRCDEIJAH00793354,2023,4,1,5,1,1,S,33,1813,5,2,2010-08-09 00:00:00,13,5,1,1,1,2,4,2,0.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1813,0,0.0,0,,0,0,,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORPWHMLOLCDEIJAH00812190,2023,4,1,1,1,1,S,33,1683,1,1,1950-09-08 00:00:00,73,2,1,1,2,0,4,1,,1,,1,,4,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1683,0,114000.0,3,,3,3,,3,1943,84000,0,0,0,0,0,0,0,0,0,0,0,114000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNORPWHMLOLCDEIJAH00812190,2023,4,1,2,1,1,S,33,1683,2,2,1953-02-27 00:00:00,70,2,1,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,1683,0,114000.0,3,,3,3,,3,2110,84000,0,0,0,0,0,0,0,0,0,0,0,114000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPYTHLOSTCDEIJAH00855194,2023,4,1,1,1,1,S,33,3284,1,2,1965-06-21 00:00:00,58,3,1,1,2,0,2,2,5.0,1,,1,,1,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,32.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,9700.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,57313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000,3,,2,3,,3,3464,0,96000.0,3,,2,3,,3,3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPYTHLOSTCDEIJAH00855194,2023,4,1,2,1,1,S,33,3284,3,1,1985-08-25 00:00:00,38,5,4,1,2,0,2,2,6.0,1,,1,,1,2,3,0,,1,2,1,2,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,4000.0,2.0,0.0,0.0,0.0,99.0,1.0,72314.0,0.0,0.0,15.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,,0,0,,0,3284,0,0.0,0,,0,0,,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPYTHLOSTCDEIJAH00855194,2023,4,1,3,1,1,S,33,3284,3,2,1987-07-18 00:00:00,36,5,4,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,9700.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,57314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,5,,4,4,,5,4678,0,160000.0,5,,5,5,,5,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOPYTHLOSTCDEIJAH00855194,2023,4,1,5,0,1,S,33,3284,5,1,2016-03-06 00:00:00,7,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,3284,0,0.0,0,,0,0,,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,12,12,,12,0.0,12,,12,12,,12,0
TQRMNOQUSHMMLSCDEIJAH00812540,2023,4,1,2,1,1,S,33,829,2,2,1961-05-07 00:00:00,62,2,1,1,2,0,4,2,2.0,3,90.0,1,,3,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,829,0,200000.0,6,,6,6,,6,1031,200000,0,0,0,0,0,0,0,0,0,0,0,200000,0,12,,12,12,,12,0.0,12,,12,12,,12,0
